        CG/HBCS        CG/ScaleStar
1        14.43        7.44
2        39.07        13.71
3        37.86        3.27
4        21.52        2.53
5        30.00        5.78
6        23.33        16.97
7        5.17        0.00
8        0.12        3.00
9        0.00        -0.89
10        3.70        7.97
11        5.27        6.35
12        3.00        2.73
13        6.57        6.31
14        9.51        9.26
15        12.85        12.61
16        11.01        12.85
17        10.30        15.22
18        11.43        17.57
19        13.43        19.43
20        0.00        19.43
