        CG/HBCS        CG/ScaleStar
1        14.57        0.23
2        19.14        0.27
3        13.99        0.27
4        9.47        -0.01
5        11.94        0.25
6        14.10        0.14
7        3.51        0.14
8        0.19        0.73
9        1.83        4.83
10        5.40        8.84
11        7.74        12.37
12        9.17        14.96
13        10.67        17.02
14        12.45        19.43
15        13.21        21.15
16        13.50        22.65
17        14.86        24.19
18        14.86        25.48
19        16.14        26.60
20        0.00        27.76
