        CG/HBCS        CG/ScaleStar
1        34.31        0.22
2        41.43        0.04
3        27.62        3.47
4        11.36        13.63
5        0.05        20.09
6        2.09        24.39
7        3.33        27.53
8        4.41        30.02
9        5.70        31.99
10        6.35        33.59
11        7.19        34.95
12        7.59        35.99
13        8.17        36.96
14        8.36        37.79
15        8.81        38.48
16        9.09        39.13
17        9.28        39.65
18        9.39        40.17
19        9.48        40.61
20        0.00        41.00
