        CG/HBCS        CG/ScaleStar
1        41.41        0.15
2        41.42        0.11
3        31.25        10.05
4        4.50        19.15
5        0.16        24.75
6        2.36        28.43
7        3.56        31.13
8        4.42        33.20
9        5.30        34.85
10        5.98        36.16
11        6.58        37.23
12        7.02        38.17
13        7.57        38.96
14        7.61        39.62
15        7.81        40.20
16        7.97        40.71
17        8.02        41.18
18        8.24        41.56
19        8.41        41.94
20        0.00        42.27
