        CG/HBCS        CG/ScaleStar
1        32.96        0.10
2        36.01        0.22
3        28.34        0.12
4        20.37        4.85
5        0.17        12.99
6        1.18        17.83
7        2.93        22.12
8        4.62        25.38
9        6.12        27.63
10        6.97        29.60
11        8.30        31.30
12        8.79        32.71
13        8.81        33.77
14        9.27        34.84
15        10.14        35.77
16        10.51        36.53
17        10.90        37.20
18        11.12        37.80
19        11.35        38.38
20        0.00        38.89
