        CG/HBCS        CG/ScaleStar
1        36.36        0.21
2        41.05        0.01
3        26.52        5.25
4        13.97        15.14
5        0.22        21.31
6        1.77        25.57
7        3.43        28.63
8        4.82        31.00
9        5.87        32.83
10        6.37        34.33
11        7.00        35.58
12        7.77        36.63
13        7.94        37.52
14        8.31        38.28
15        8.41        38.96
16        8.84        39.57
17        9.04        40.07
18        9.04        40.53
19        9.37        40.97
20        0.00        41.32
