        CG/HBCS        CG/ScaleStar
1        33.75        0.11
2        40.44        -0.12
3        31.62        1.31
4        6.94        11.40
5        2.30        17.94
6        1.74        22.79
7        3.82        26.31
8        4.75        28.98
9        5.56        31.04
10        6.77        32.72
11        7.79        34.10
12        8.21        35.25
13        8.55        36.21
14        8.66        37.05
15        8.83        37.79
16        9.40        38.45
17        9.38        39.00
18        9.75        39.54
19        10.00        40.04
20        0.00        40.42
