        CG/HBCS        CG/ScaleStar
1        -0.69        -5.76
2        14.59        5.14
3        15.20        7.04
4        15.13        2.07
5        6.07        4.67
6        15.18        1.88
7        5.29        0.00
8        10.61        2.92
9        3.18        0.00
10        3.34        -2.17
11        6.14        4.61
12        5.61        2.91
13        9.09        6.49
14        12.37        9.87
15        8.79        11.50
16        9.48        12.77
17        11.72        14.93
18        14.25        17.37
19        16.39        19.43
20        0.00        19.43
