        CG/HBCS        CG/ScaleStar
1        33.58        0.05
2        40.95        0.01
3        30.82        1.38
4        6.77        11.58
5        2.03        18.10
6        1.53        22.92
7        3.68        26.41
8        4.90        29.09
9        5.82        31.15
10        6.87        32.80
11        7.60        34.23
12        8.11        35.34
13        8.41        36.29
14        8.87        37.14
15        9.13        37.89
16        9.19        38.52
17        9.56        39.11
18        9.94        39.65
19        9.98        40.13
20        0.00        40.52
