        CG/HBCS        CG/ScaleStar
1        16.43        -11.63
2        27.02        0.12
3        29.97        -1.38
4        23.78        0.08
5        6.57        -1.96
6        0.10        4.47
7        2.53        9.70
8        4.61        14.48
9        4.70        17.56
10        6.47        20.73
11        7.66        22.89
12        9.70        25.13
13        10.29        26.61
14        11.52        28.24
15        12.14        29.39
16        12.89        30.55
17        12.71        31.56
18        13.42        32.52
19        13.11        33.36
20        0.00        34.12
