        CG/HBCS        CG/ScaleStar
1        30.46        -0.13
2        33.38        0.05
3        34.06        0.03
4        16.52        -0.03
5        2.96        1.53
6        0.69        7.97
7        1.55        13.38
8        2.92        17.03
9        5.68        20.52
10        7.16        22.84
11        9.03        25.27
12        9.73        26.91
13        10.40        28.63
14        11.09        29.84
15        11.62        31.14
16        11.58        32.12
17        12.32        33.08
18        12.73        33.91
19        13.38        34.66
20        0.00        35.36
