        CG/HBCS        CG/ScaleStar
1        33.91        0.07
2        39.53        -0.02
3        32.14        1.57
4        6.70        11.49
5        1.19        18.16
6        1.53        22.98
7        3.62        26.45
8        4.71        29.12
9        5.70        31.17
10        6.75        32.82
11        7.50        34.20
12        8.34        35.31
13        8.47        36.32
14        8.65        37.15
15        9.15        37.89
16        9.40        38.54
17        9.76        39.13
18        9.81        39.65
19        9.98        40.12
20        0.00        40.52
