        CG/HBCS        CG/ScaleStar
1        32.84        0.14
2        36.79        -0.42
3        30.37        -0.08
4        20.28        7.32
5        0.80        14.89
6        1.14        20.17
7        2.85        23.75
8        4.90        26.69
9        6.48        28.99
10        7.23        30.86
11        7.36        32.33
12        8.16        33.58
13        8.98        34.75
14        9.29        35.73
15        9.97        36.56
16        10.25        37.25
17        10.05        37.89
18        10.55        38.46
19        10.65        39.01
20        0.00        39.46
