        CG/HBCS        CG/ScaleStar
1        22.04        1.44
2        20.96        0.35
3        24.29        1.08
4        29.33        0.11
5        20.63        0.31
6        0.94        0.51
7        0.89        5.81
8        3.79        10.41
9        5.22        14.57
10        6.76        17.44
11        8.68        20.33
12        8.70        22.32
13        9.73        24.23
14        10.92        25.92
15        11.76        27.14
16        12.86        28.60
17        13.29        29.61
18        14.28        30.73
19        14.48        31.58
20        0.00        32.41
