        CG/HBCS        CG/ScaleStar
1        16.21        0.48
2        20.48        0.10
3        14.60        0.07
4        19.90        -0.68
5        20.11        0.44
6        5.14        0.64
7        -0.14        1.49
8        2.10        6.21
9        4.88        10.40
10        7.83        14.16
11        9.68        16.89
12        10.23        19.48
13        11.02        21.43
14        11.53        23.24
15        12.52        24.82
16        12.78        26.20
17        13.04        27.41
18        14.09        28.58
19        14.70        29.56
20        15.22        30.52
