        CG/HBCS        CG/ScaleStar
1        33.01        0.02
2        36.55        -0.42
3        32.95        -0.72
4        15.48        7.23
5        2.74        14.94
6        1.00        20.22
7        2.57        23.67
8        4.63        26.64
9        6.05        29.10
10        7.17        30.94
11        7.57        32.45
12        8.15        33.68
13        8.85        34.80
14        9.35        35.74
15        9.72        36.63
16        9.97        37.28
17        10.15        37.98
18        10.45        38.54
19        10.82        39.08
20        0.00        39.56
