        CG/HBCS        CG/ScaleStar
1        35.11        0.08
2        40.70        -0.00
3        29.49        3.33
4        10.48        13.54
5        1.46        19.96
6        2.02        24.25
7        3.27        27.41
8        4.54        29.90
9        5.44        31.83
10        6.64        33.49
11        7.36        34.83
12        7.66        35.95
13        8.19        36.91
14        8.68        37.69
15        8.87        38.42
16        8.96        39.03
17        9.32        39.57
18        9.31        40.08
19        9.70        40.56
20        0.00        40.93
