        CG/HBCS        CG/ScaleStar
1        33.59        0.17
2        38.45        -0.08
3        31.05        -1.68
4        11.17        9.15
5        2.59        16.67
6        1.09        21.74
7        3.79        25.33
8        5.17        28.05
9        6.17        30.06
10        6.48        31.83
11        7.40        33.29
12        7.85        34.56
13        8.62        35.59
14        9.17        36.52
15        9.16        37.25
16        9.65        37.94
17        9.97        38.54
18        10.21        39.09
19        10.56        39.62
20        0.00        40.04
