        CG/HBCS        CG/ScaleStar
1        38.89        0.18
2        42.06        0.05
3        26.26        7.02
4        12.38        16.52
5        0.45        22.38
6        1.66        26.50
7        3.25        29.37
8        4.49        31.70
9        5.26        33.48
10        6.34        34.97
11        6.94        36.16
12        7.62        37.14
13        7.89        37.99
14        7.95        38.73
15        8.22        39.37
16        8.58        39.94
17        8.66        40.45
18        8.90        40.90
19        8.88        41.31
20        0.00        41.65
