        CG/HBCS        CG/ScaleStar
1        25.78        6.25
2        43.52        9.51
3        35.91        5.18
4        31.65        -0.79
5        26.62        17.55
6        23.40        7.10
7        16.09        0.00
8        4.75        2.23
9        1.75        5.34
10        5.96        9.40
11        -2.76        1.41
12        -0.97        3.12
13        5.19        9.04
14        8.82        12.51
15        11.19        14.79
16        9.37        13.04
17        12.13        15.69
18        15.09        18.53
19        10.32        19.43
20        0.00        19.43
