        CG/HBCS        CG/ScaleStar
1        40.02        0.15
2        41.20        0.04
3        30.30        8.70
4        7.60        17.60
5        0.04        23.33
6        1.66        27.37
7        3.74        30.28
8        4.65        32.52
9        5.71        34.23
10        6.34        35.59
11        6.67        36.72
12        7.06        37.66
13        7.44        38.45
14        7.79        39.15
15        8.10        39.77
16        8.05        40.29
17        8.38        40.78
18        8.62        41.23
19        8.80        41.62
20        0.00        41.95
