        CG/HBCS        CG/ScaleStar
1        11.33        11.33
2        0.00        0.00
3        19.03        0.00
4        0.78        0.00
5        19.76        10.15
6        17.35        0.00
7        1.01        0.00
8        1.51        0.51
9        33.25        0.00
10        9.86        0.61
11        14.46        5.68
12        0.00        0.00
13        2.05        0.70
14        0.00        6.43
15        2.22        0.75
16        -2.04        0.75
17        2.31        4.98
18        4.54        7.15
19        5.31        7.90
20        0.00        12.14
