        CG/HBCS        CG/ScaleStar
1        32.86        0.07
2        33.87        0.37
3        30.27        -0.06
4        12.96        0.18
5        7.67        4.46
6        2.07        10.64
7        1.60        15.94
8        4.44        19.82
9        6.25        22.65
10        8.10        25.13
11        8.60        26.99
12        9.08        28.74
13        9.60        30.13
14        10.53        31.45
15        11.07        32.59
16        11.48        33.38
17        11.83        34.38
18        12.25        35.10
19        12.83        35.81
20        0.00        36.43
