        CG/HBCS        CG/ScaleStar
1        13.22        3.72
2        25.47        0.13
3        13.33        -0.40
4        15.65        0.11
5        11.77        1.20
6        5.78        -0.22
7        4.40        0.20
8        0.26        -1.81
9        1.80        -0.26
10        1.92        3.01
11        1.98        6.61
12        3.30        8.28
13        7.47        12.23
14        8.44        14.72
15        9.45        16.34
16        11.30        18.06
17        11.89        20.31
18        13.36        21.64
19        14.64        23.02
20        0.00        24.29
