        CG/HBCS        CG/ScaleStar
1        31.65        0.10
2        35.04        0.21
3        30.62        -0.07
4        6.33        -0.99
5        3.11        4.61
6        0.64        10.46
7        2.25        15.95
8        4.68        20.01
9        6.06        22.59
10        7.52        25.23
11        8.42        27.01
12        9.37        28.85
13        9.58        30.19
14        10.20        31.45
15        11.27        32.59
16        11.56        33.51
17        12.06        34.42
18        12.43        35.14
19        12.70        35.87
20        0.00        36.51
