        CG/HBCS        CG/ScaleStar
1        29.60        -2.41
2        34.76        0.19
3        32.77        -0.91
4        19.79        0.07
5        3.50        1.37
6        0.46        7.93
7        1.29        13.39
8        3.42        17.22
9        5.56        20.45
10        7.63        22.91
11        9.10        25.21
12        10.11        26.90
13        10.87        28.64
14        11.39        29.87
15        11.56        31.12
16        11.48        32.07
17        12.15        33.08
18        12.35        33.87
19        13.13        34.66
20        0.00        35.35
