        CG/HBCS        CG/ScaleStar
1        33.66        0.13
2        39.70        0.01
3        31.70        -0.64
4        6.74        9.12
5        0.65        16.64
6        0.95        21.60
7        3.66        25.26
8        4.67        27.95
9        5.94        30.05
10        6.39        31.80
11        7.57        33.23
12        8.43        34.48
13        9.04        35.56
14        9.34        36.43
15        9.16        37.19
16        9.45        37.87
17        9.64        38.48
18        10.04        39.04
19        10.41        39.56
20        0.00        39.98
