        CG/HBCS        CG/ScaleStar
1        32.98        0.01
2        38.26        0.01
3        31.78        -1.13
4        11.46        9.45
5        0.10        16.72
6        1.14        21.60
7        3.52        25.24
8        5.58        27.99
9        6.10        30.07
10        7.02        31.81
11        7.77        33.27
12        8.00        34.49
13        8.65        35.56
14        9.10        36.42
15        9.53        37.18
16        9.74        37.89
17        9.73        38.49
18        10.04        39.05
19        10.42        39.56
20        0.00        39.99
