        CG/HBCS        CG/ScaleStar
1        16.38        1.49
2        24.19        -0.17
3        17.08        0.20
4        0.78        0.54
5        16.42        0.01
6        14.97        0.96
7        1.83        0.75
8        3.94        1.06
9        1.57        5.10
10        4.56        8.94
11        6.97        12.44
12        8.76        15.00
13        9.52        17.34
14        12.02        19.62
15        13.75        21.20
16        14.19        22.78
17        14.70        24.22
18        15.12        25.48
19        15.13        26.62
20        0.00        27.76
