        CG/HBCS        CG/ScaleStar
1        11.78        11.78
2        27.70        12.48
3        31.54        7.97
4        25.78        5.55
5        24.65        11.03
6        12.00        12.00
7        8.21        0.00
8        2.47        0.00
9        1.30        3.35
10        5.93        4.47
11        5.89        1.28
12        4.99        3.05
13        5.43        5.91
14        3.42        9.80
15        6.52        12.70
16        6.75        12.91
17        8.71        14.74
18        11.41        17.26
19        13.73        19.43
20        0.00        19.43
