        CG/HBCS        CG/ScaleStar
1        32.78        0.03
2        35.74        0.30
3        25.34        -0.05
4        12.84        -2.65
5        10.54        7.28
6        0.29        14.06
7        2.50        18.01
8        5.16        21.87
9        6.44        24.78
10        7.21        26.82
11        8.08        28.86
12        8.86        30.35
13        9.95        31.70
14        10.25        32.92
15        10.56        33.80
16        10.95        34.74
17        11.31        35.55
18        11.63        36.22
19        11.93        36.89
20        12.50        37.48
