        CG/HBCS        CG/ScaleStar
1        32.77        0.16
2        38.33        -0.13
3        32.48        -1.17
4        8.28        9.28
5        3.37        16.72
6        1.14        21.68
7        3.85        25.32
8        5.06        28.07
9        5.95        30.10
10        6.95        31.91
11        7.52        33.34
12        7.99        34.56
13        8.73        35.63
14        9.36        36.52
15        9.41        37.26
16        9.64        37.95
17        9.83        38.58
18        10.05        39.11
19        10.23        39.63
20        0.00        40.05
