        CG/HBCS        CG/ScaleStar
1        30.59        -1.16
2        34.07        0.31
3        33.75        -0.35
4        18.59        0.13
5        1.42        1.56
6        0.04        7.61
7        1.39        13.33
8        3.46        16.98
9        6.13        20.52
10        7.35        22.80
11        8.58        25.23
12        9.79        26.86
13        10.41        28.58
14        11.06        29.83
15        10.95        31.08
16        11.57        32.03
17        12.65        33.05
18        13.11        33.86
19        13.11        34.63
20        0.00        35.32
