        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        0.00        0.00
3        0.00        0.00
4        0.00        0.00
5        12.04        0.40
6        0.00        0.00
7        0.00        0.00
8        0.00        0.50
9        16.49        0.00
10        12.95        0.62
11        2.77        0.62
12        0.00        0.00
13        0.00        0.69
14        -7.82        -7.82
15        0.00        0.76
16        1.73        0.76
17        0.00        5.11
18        1.23        7.03
19        1.23        7.03
20        0.00        12.14
