        CG/HBCS        CG/ScaleStar
1        38.80        0.28
2        40.69        -0.01
3        28.82        6.92
4        11.28        16.47
5        0.42        22.43
6        1.63        26.45
7        3.52        29.41
8        4.75        31.67
9        5.47        33.43
10        6.29        34.89
11        6.84        36.10
12        7.29        37.10
13        7.54        37.94
14        7.89        38.66
15        8.26        39.32
16        8.67        39.90
17        8.84        40.41
18        8.89        40.87
19        9.18        41.28
20        0.00        41.62
