        CG/HBCS        CG/ScaleStar
1        11.82        0.88
2        24.75        0.00
3        17.95        0.06
4        8.31        0.06
5        13.19        -0.34
6        8.27        0.02
7        2.44        0.15
8        0.77        0.65
9        2.40        0.22
10        0.57        2.87
11        3.56        6.31
12        5.90        9.70
13        7.48        12.67
14        9.60        14.67
15        11.36        16.65
16        13.33        18.50
17        13.73        20.26
18        15.08        21.50
19        15.59        22.92
20        0.00        24.29
