        CG/HBCS        CG/ScaleStar
1        32.62        0.11
2        34.75        0.23
3        27.45        0.08
4        13.85        -1.04
5        12.19        7.43
6        0.33        13.95
7        2.14        17.97
8        5.03        21.85
9        6.55        24.69
10        7.09        26.65
11        8.06        28.74
12        8.74        30.26
13        9.70        31.59
14        10.66        32.82
15        11.13        33.73
16        11.43        34.66
17        11.32        35.47
18        11.28        36.11
19        11.57        36.81
20        0.00        37.38
