        CG/HBCS        CG/ScaleStar
1        33.00        0.19
2        36.18        0.15
3        26.70        0.10
4        17.89        4.84
5        0.50        12.97
6        1.11        17.87
7        3.07        22.10
8        4.28        25.27
9        6.29        27.61
10        7.33        29.53
11        8.24        31.25
12        8.77        32.65
13        8.86        33.75
14        9.65        34.75
15        9.92        35.68
16        10.49        36.49
17        10.72        37.12
18        10.92        37.74
19        10.92        38.32
20        0.00        38.83
