        CG/HBCS        CG/ScaleStar
1        6.67        0.32
2        28.08        19.44
3        12.29        0.00
4        25.77        2.37
5        27.72        10.44
6        15.66        15.66
7        0.76        0.00
8        0.78        0.00
9        3.81        0.12
10        4.46        4.84
11        8.57        9.42
12        6.18        3.20
13        10.27        7.42
14        14.30        11.59
15        10.16        13.73
16        7.58        13.15
17        10.22        15.62
18        11.65        17.54
19        13.67        19.43
20        0.00        19.43
