        CG/HBCS        CG/ScaleStar
1        33.52        0.17
2        36.67        0.30
3        27.88        0.08
4        19.94        4.95
5        0.59        13.15
6        1.24        17.89
7        2.64        22.18
8        4.64        25.36
9        6.27        27.71
10        7.03        29.64
11        8.37        31.31
12        8.42        32.71
13        9.25        33.84
14        9.56        34.84
15        10.06        35.75
16        10.21        36.55
17        10.65        37.21
18        10.89        37.81
19        11.12        38.38
20        11.46        38.86
