        CG/HBCS        CG/ScaleStar
1        20.17        1.13
2        20.79        0.21
3        23.92        0.00
4        27.42        0.03
5        15.82        0.13
6        -0.12        0.13
7        0.89        5.63
8        3.57        9.84
9        6.14        14.41
10        6.48        17.32
11        8.31        20.15
12        9.08        22.25
13        9.97        24.06
14        10.66        25.76
15        12.03        27.07
16        12.83        28.45
17        13.03        29.50
18        14.01        30.58
19        14.50        31.44
20        0.00        32.31
