        CG/HBCS        CG/ScaleStar
1        7.80        0.47
2        26.39        0.31
3        22.15        0.35
4        9.40        0.98
5        19.03        2.83
6        5.54        0.20
7        -0.07        -0.17
8        2.47        1.22
9        0.14        0.38
10        3.23        2.91
11        2.14        6.17
12        2.95        8.81
13        6.49        12.13
14        8.86        14.54
15        11.03        16.57
16        12.77        18.21
17        14.69        20.00
18        15.87        21.58
19        16.75        22.88
20        0.00        24.29
