        CG/HBCS        CG/ScaleStar
1        39.60        0.13
2        40.75        -0.01
3        30.62        8.61
4        6.78        17.72
5        -0.05        23.43
6        1.86        27.42
7        3.79        30.38
8        4.32        32.53
9        5.32        34.24
10        6.29        35.61
11        7.21        36.74
12        7.14        37.64
13        7.61        38.48
14        7.79        39.18
15        8.10        39.79
16        8.21        40.34
17        8.41        40.82
18        8.73        41.26
19        8.64        41.65
20        0.00        41.98
