        CG/HBCS        CG/ScaleStar
1        39.19        0.12
2        41.18        0.02
3        27.23        7.14
4        10.24        16.48
5        0.24        22.33
6        1.45        26.47
7        3.28        29.49
8        4.71        31.72
9        5.65        33.52
10        6.39        35.00
11        6.91        36.17
12        7.44        37.17
13        7.61        37.98
14        7.96        38.72
15        8.28        39.40
16        8.41        39.95
17        8.61        40.48
18        8.81        40.94
19        8.87        41.34
20        0.00        41.67
