        CG/HBCS        CG/ScaleStar
1        32.89        0.11
2        37.86        0.03
3        31.28        -1.21
4        10.30        9.62
5        0.14        16.78
6        1.10        21.66
7        3.58        25.29
8        5.21        28.00
9        6.22        30.08
10        6.76        31.83
11        7.59        33.32
12        7.98        34.53
13        8.86        35.61
14        8.97        36.46
15        9.36        37.24
16        9.70        37.94
17        9.75        38.55
18        10.00        39.10
19        10.20        39.60
20        0.00        40.03
