        CG/HBCS        CG/ScaleStar
1        32.33        0.11
2        36.49        -0.34
3        28.25        0.09
4        19.39        7.43
5        0.10        14.97
6        1.40        20.22
7        2.97        23.76
8        5.05        26.79
9        5.96        29.11
10        7.12        30.98
11        7.45        32.47
12        8.11        33.71
13        8.97        34.83
14        9.57        35.78
15        9.76        36.64
16        10.13        37.33
17        10.20        38.00
18        10.37        38.57
19        10.80        39.11
20        0.00        39.58
