        CG/HBCS        CG/ScaleStar
1        40.11        0.15
2        40.63        -0.02
3        29.61        8.65
4        9.61        17.65
5        0.78        23.45
6        1.80        27.47
7        3.64        30.39
8        4.64        32.53
9        5.44        34.26
10        6.36        35.63
11        6.90        36.76
12        7.05        37.70
13        7.51        38.50
14        7.82        39.20
15        8.16        39.80
16        8.19        40.35
17        8.29        40.83
18        8.55        41.27
19        8.78        41.66
20        0.00        41.98
