        CG/HBCS        CG/ScaleStar
1        35.16        0.16
2        40.91        0.03
3        28.36        3.46
4        14.31        13.76
5        0.02        20.12
6        1.75        24.50
7        2.76        27.67
8        4.77        30.20
9        5.39        32.10
10        6.76        33.71
11        6.88        35.02
12        7.58        36.10
13        8.32        37.06
14        8.59        37.88
15        8.65        38.55
16        9.13        39.20
17        9.19        39.75
18        9.36        40.22
19        9.68        40.69
20        0.00        41.07
