        CG/HBCS        CG/ScaleStar
1        32.64        0.05
2        36.15        0.21
3        24.86        0.06
4        20.05        2.41
5        3.39        9.61
6        1.36        16.06
7        3.17        20.53
8        4.40        23.53
9        5.57        26.22
10        7.37        28.47
11        8.31        30.11
12        8.92        31.54
13        9.18        32.86
14        10.24        33.89
15        10.28        34.79
16        10.95        35.69
17        11.19        36.39
18        11.34        37.03
19        11.83        37.65
20        0.00        38.18
