        CG/HBCS        CG/ScaleStar
1        33.79        0.13
2        39.88        -0.03
3        31.94        -1.13
4        4.77        9.38
5        0.04        16.71
6        1.00        21.76
7        3.54        25.41
8        4.92        28.16
9        5.58        30.15
10        6.46        31.90
11        7.44        33.38
12        8.22        34.64
13        8.76        35.70
14        9.28        36.59
15        9.41        37.33
16        9.59        38.03
17        9.97        38.63
18        10.24        39.17
19        10.62        39.69
20        0.00        40.10
