        CG/HBCS        CG/ScaleStar
1        32.07        0.03
2        32.05        0.16
3        30.24        0.04
4        9.88        -1.18
5        2.97        4.51
6        -0.07        10.30
7        1.84        15.80
8        4.95        19.80
9        6.45        22.42
10        8.32        25.14
11        7.84        26.86
12        8.91        28.76
13        9.54        30.08
14        10.67        31.38
15        11.00        32.52
16        11.67        33.43
17        12.46        34.33
18        12.34        35.07
19        12.95        35.77
20        0.00        36.38
