        CG/HBCS        CG/ScaleStar
1        40.02        0.08
2        40.97        0.06
3        29.22        8.78
4        10.36        17.72
5        0.06        23.45
6        1.94        27.46
7        3.69        30.34
8        4.89        32.54
9        5.53        34.24
10        6.24        35.63
11        6.67        36.75
12        7.21        37.70
13        7.42        38.51
14        7.79        39.19
15        8.07        39.80
16        8.37        40.35
17        8.42        40.84
18        8.47        41.27
19        8.61        41.65
20        0.00        41.98
