        CG/HBCS        CG/ScaleStar
1        12.50        -11.67
2        31.46        0.18
3        33.23        -2.41
4        24.90        0.03
5        1.03        -1.93
6        2.87        4.15
7        1.41        9.19
8        4.02        14.33
9        3.83        17.29
10        6.13        20.65
11        8.07        22.67
12        9.83        24.96
13        10.84        26.49
14        11.31        28.12
15        11.59        29.34
16        12.47        30.52
17        13.32        31.49
18        13.63        32.45
19        13.70        33.25
20        0.00        34.00
