        CG/HBCS        CG/ScaleStar
1        16.07        1.44
2        21.37        0.06
3        21.19        0.81
4        29.85        -1.81
5        25.60        0.35
6        10.90        -0.07
7        -0.16        1.02
8        1.70        5.97
9        3.41        9.51
10        6.94        13.88
11        8.29        16.34
12        10.84        18.98
13        11.83        21.23
14        11.43        22.67
15        12.36        24.59
16        12.23        25.85
17        12.29        27.00
18        13.91        28.35
19        14.65        29.34
20        15.38        30.38
