        CG/HBCS        CG/ScaleStar
1        20.41        -5.09
2        28.10        -0.08
3        35.56        0.16
4        24.13        0.18
5        1.40        -1.13
6        0.31        4.25
7        2.42        9.50
8        3.42        14.40
9        4.77        17.48
10        6.21        20.68
11        7.74        22.80
12        9.46        24.99
13        10.38        26.51
14        11.48        28.17
15        11.84        29.33
16        12.85        30.54
17        13.22        31.49
18        13.78        32.47
19        13.60        33.23
20        0.00        33.99
