        CG/HBCS        CG/ScaleStar
1        37.20        0.14
2        41.83        0.03
3        26.70        5.22
4        17.34        15.17
5        0.22        21.32
6        1.96        25.55
7        3.30        28.66
8        5.18        31.01
9        5.93        32.86
10        6.44        34.34
11        6.88        35.61
12        7.52        36.67
13        7.89        37.53
14        8.24        38.30
15        8.61        38.97
16        8.75        39.54
17        8.97        40.09
18        9.23        40.53
19        9.43        40.96
20        0.00        41.32
