        CG/HBCS        CG/ScaleStar
1        39.84        0.05
2        41.29        0.05
3        28.59        8.60
4        8.15        17.71
5        0.07        23.54
6        1.84        27.48
7        3.70        30.35
8        4.70        32.55
9        5.53        34.27
10        6.28        35.62
11        6.68        36.75
12        7.11        37.71
13        7.48        38.50
14        7.81        39.22
15        7.88        39.81
16        8.09        40.35
17        8.25        40.85
18        8.58        41.28
19        8.79        41.66
20        0.00        41.98
