        CG/HBCS        CG/ScaleStar
1        31.42        0.08
2        33.45        0.24
3        30.67        -0.03
4        11.63        -1.11
5        7.71        4.40
6        -1.11        10.52
7        1.88        15.94
8        4.77        19.87
9        6.08        22.49
10        8.03        25.08
11        8.99        26.96
12        8.82        28.72
13        9.95        30.15
14        10.69        31.40
15        11.40        32.50
16        11.61        33.36
17        12.41        34.34
18        12.51        35.09
19        12.56        35.76
20        0.00        36.41
