        CG/HBCS        CG/ScaleStar
1        21.75        0.64
2        22.23        0.09
3        25.03        0.37
4        26.88        -0.03
5        17.43        0.20
6        5.88        -0.27
7        1.07        5.65
8        4.08        10.25
9        5.96        14.44
10        7.28        17.27
11        8.34        20.13
12        8.63        22.19
13        10.06        24.23
14        11.45        25.87
15        12.09        27.04
16        12.62        28.48
17        13.03        29.48
18        14.18        30.62
19        14.15        31.46
20        0.00        32.34
