        CG/HBCS        CG/ScaleStar
1        19.22        0.42
2        21.93        0.06
3        14.93        0.14
4        24.53        1.28
5        22.17        0.13
6        10.67        0.00
7        0.29        1.68
8        2.44        6.23
9        4.08        9.80
10        7.85        14.10
11        9.23        16.62
12        11.19        19.21
13        12.18        21.41
14        12.00        22.99
15        12.17        24.77
16        12.13        26.11
17        12.63        27.22
18        13.51        28.48
19        14.56        29.46
20        0.00        30.36
