        CG/HBCS        CG/ScaleStar
1        19.81        -5.48
2        31.02        0.01
3        33.28        1.06
4        25.98        0.02
5        6.20        -1.07
6        0.18        4.24
7        1.62        9.53
8        4.25        14.32
9        4.50        17.65
10        7.00        20.67
11        7.98        22.75
12        9.48        24.95
13        10.20        26.48
14        11.17        28.19
15        11.53        29.31
16        12.40        30.54
17        12.36        31.48
18        12.97        32.41
19        13.43        33.24
20        0.00        34.00
