        CG/HBCS        CG/ScaleStar
1        30.27        -1.93
2        32.49        0.29
3        34.00        -0.58
4        21.35        0.19
5        3.08        1.34
6        0.33        7.60
7        1.73        13.31
8        2.79        16.71
9        5.80        20.50
10        6.73        22.70
11        8.96        25.24
12        9.51        26.87
13        10.21        28.64
14        10.65        29.88
15        11.13        31.13
16        11.57        32.12
17        12.61        33.06
18        12.60        33.85
19        13.10        34.67
20        0.00        35.36
