        CG/HBCS        CG/ScaleStar
1        25.87        0.57
2        31.08        0.30
3        33.27        0.74
4        25.17        -0.03
5        3.18        0.09
6        0.62        4.20
7        2.33        9.79
8        4.11        14.32
9        4.99        17.62
10        6.15        20.59
11        8.14        22.86
12        9.39        24.95
13        10.34        26.49
14        11.39        28.06
15        12.27        29.30
16        12.45        30.45
17        13.06        31.43
18        13.29        32.39
19        13.54        33.20
20        14.40        33.96
