        CG/HBCS        CG/ScaleStar
1        12.95        0.73
2        26.23        -0.08
3        16.92        0.76
4        15.72        1.27
5        7.37        1.23
6        12.38        -0.04
7        5.12        0.25
8        1.49        0.17
9        -0.27        -0.35
10        2.59        2.72
11        2.15        6.09
12        4.85        8.68
13        8.26        11.95
14        9.69        14.29
15        10.38        16.28
16        11.94        17.73
17        13.06        19.88
18        14.59        21.28
19        15.74        22.65
20        0.00        23.95
